Listings,Series,Position Title,Number of Positions,Agency,Agency/Sub-Agency,State,Opening Date,Closing Date,Opening Length,GS-09,GS-11,GS-12,GS-13,Promotion Potential
520,560,BUDGET ANALYST (PRESIDENTIAL MANAGEMENT FELLOW),1,Department of Homeland Security,Department of Homeland Security / Citizenship and Immigration Services,DC,2017-06-05,2017-06-14,9 days 00:00:00.000000000,True,True,False,False,GS-13
521,343,Program Analyst,1,Department of Commerce,Department of Commerce / National Oceanic and Atmospheric Administration,MD,2017-05-30,2017-06-06,7 days 00:00:00.000000000,True,False,False,False,GS-12
523,130,Foreign Affairs Officer (EAP/K),1,Department of State,Department of State,DC,2017-05-31,2017-06-06,6 days 00:00:00.000000000,False,True,False,False,GS-11
524,130,Foreign Affairs Officer (AVC/VPO),1,Department of State,Department of State,DC,2017-05-31,2017-06-06,6 days 00:00:00.000000000,False,True,False,False,GS-11
525,130,Foreign Affairs Officer (IO/HRH),1,Department of State,Department of State,DC,2017-06-01,2017-06-23,22 days 00:00:00.000000000,True,False,False,False,GS-11
527,130,Foreign Affairs Officer (IO/PSC),1,Department of State,Department of State,DC,2017-06-01,2017-06-23,22 days 00:00:00.000000000,True,False,False,False,GS-11
528,132,Intelligence Research Specialist (INR/SPM),1,Department of State,Department of State,DC,2017-06-01,2017-06-15,14 days 00:00:00.000000000,False,True,False,False,GS-11
529,343,Management Analyst (DS/MGT/PPD),1,Department of State,Department of State,DC,2017-06-02,2017-06-07,5 days 00:00:00.000000000,False,True,False,False,GS-11
530,1102,Contract Specialists,1,Department of the Navy,Department of the Navy / Naval Facilities Engineering Command,WA,2017-06-01,2017-06-15,14 days 00:00:00.000000000,True,True,True,False,GS-12
530,1102,Contract Specialists,2,Department of the Navy,Department of the Navy / Naval Facilities Engineering Command,WA,2017-06-01,2017-06-15,14 days 00:00:00.000000000,True,True,True,False,GS-12
531,301,Policy Analyst,1,Executive Office of the President,Executive Office of the President / Office of Management and Budget,DC,2017-06-05,2017-06-09,4 days 00:00:00.000000000,True,True,True,False,GS-15
532,130,Foreign Affairs Officer (ISN/MNSA),1,Department of State,Department of State,DC,2017-06-02,2017-06-05,3 days 00:00:00.000000000,True,False,False,False,GS-11
533,2210,IT Specialist (PLCYPLN),1,Department of Transportation,Department of Transportation / Office of the Secretary of Transportation,DC,2017-06-05,2017-06-16,11 days 00:00:00.000000000,True,True,False,False,GS-12
534,2101,Transportation Analyst (Safety),1,Department of Transportation,Department of Transportation / Office of the Secretary of Transportation,DC,2017-06-09,2017-06-16,7 days 00:00:00.000000000,False,True,False,False,GS-14
535,2210,Information Technology Specialist (Policy and Planning),1,Department of State,Department of State,DC,2017-06-08,2017-06-16,8 days 00:00:00.000000000,True,False,False,False,GS-11
536,301,Program Examiner,2,Executive Office of the President,Executive Office of the President / Office of Management and Budget,DC,2017-06-08,2017-06-16,8 days 00:00:00.000000000,True,True,True,False,GS-13
537,301,Program Examiner,1,Executive Office of the President,Executive Office of the President / Office of Management and Budget,DC,2017-06-08,2017-06-20,12 days 00:00:00.000000000,True,True,True,False,GS-13
538,301,Program Examiner,1,Executive Office of the President,Executive Office of the President / Office of Management and Budget,DC,2017-06-08,2017-06-23,15 days 00:00:00.000000000,True,True,True,False,GS-13
539,301,Program Examiner,3,Executive Office of the President,Executive Office of the President / Office of Management and Budget,DC,2017-06-09,2017-06-23,14 days 00:00:00.000000000,True,True,True,False,GS-13
540,301,"Operations Officer,  GS-0301-11",1,Department of State,Department of State,DC,2017-06-14,2017-06-28,14 days 00:00:00.000000000,False,True,False,False,GS-11
541,1530,Statistician (Health),1,Department of the Army,Department of the Army / HQDA Field Operating Agencies and Staff Support Agencies,VA,2017-06-13,2017-06-22,9 days 00:00:00.000000000,False,True,False,False,GS-13
543,343,Management and Program Analyst,1,Department of Homeland Security,Department of Homeland Security / Customs and Border Protection,DC,2017-06-19,2017-06-23,4 days 00:00:00.000000000,True,False,False,False,GS-13
544,360,Equal Opportunity Specialist,1,Department of Transportation,Department of Transportation / Federal Transit Administration,DC,2017-06-13,2017-06-28,15 days 00:00:00.000000000,True,True,False,False,GS-13
546,1101,Business Development Specialist,1,Export-Import Bank of the United States,Export-Import Bank of the United States,DC,2017-06-13,2017-06-20,7 days 00:00:00.000000000,False,True,True,False,GS-13
547,343,MANAGEMENT ANALYST,2,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,DC,2017-06-14,2017-06-28,14 days 00:00:00.000000000,True,True,False,False,GS-13
548,343,MANAGEMENT ANALYST,2,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,DC,2017-06-14,2017-06-28,14 days 00:00:00.000000000,True,True,False,False,GS-13
550,301,International Program Specialist,1,National Aeronautics and Space Administration,"National Aeronautics and Space Administration / Headquarters, NASA",DC,2017-06-16,2017-06-27,11 days 00:00:00.000000000,True,True,True,False,GS-12
551,343,Program Analyst (GS-9) (CA),1,Department of State,Department of State,DC,2017-06-16,2017-06-25,9 days 00:00:00.000000000,True,False,False,False,GS-11
552,343,Management Analyst (GS-11),1,Department of State,Department of State,DC,2017-06-16,2017-06-25,9 days 00:00:00.000000000,False,True,False,False,GS-11
554,343,Management Analyst,1,Department of Agriculture,Department of Agriculture / Natural Resources Conservation Services,DC,2017-06-19,2017-06-21,2 days 00:00:00.000000000,True,True,True,False,GS-12
556,301,Program Examiner,1,Executive Office of the President,Executive Office of the President / Office of Management and Budget,DC,2017-06-20,2017-07-05,15 days 00:00:00.000000000,True,True,True,False,GS-13
557,1035,Public Affairs Specialist (S/CPR),1,Department of State,Department of State,DC,2017-06-20,2017-06-30,10 days 00:00:00.000000000,True,False,False,False,GS-11
558,130,Analyst in Foreign Affairs,1,Library of Congress,Library of Congress / Congressional Research Service,DC,2017-06-27,2017-07-25,28 days 00:00:00.000000000,False,True,False,False,GS-15
560,130,Foreign Affairs Officer (PM/RSAT),1,Department of State,Department of State,DC,2017-06-29,2017-06-30,1 days 00:00:00.000000000,True,False,False,False,GS-11
561,1082,Writer/Editor,1,Department of Agriculture,Department of Agriculture / Food Safety and Inspection Service,DC,2017-06-23,2017-07-14,21 days 00:00:00.000000000,True,True,True,False,GS-12
562,601,Health Scientist Administrator,1,Department of Health and Human Services,Department of Health and Human Services / Office of the Secretary of Health and Human Services,MD,2017-06-27,2017-06-30,3 days 00:00:00.000000000,False,False,True,False,GS-13
563,343,Management Analyst,1,Export-Import Bank of the United States,Export-Import Bank of the United States,DC,2017-06-27,2017-07-12,15 days 00:00:00.000000000,False,True,False,False,GS-12
564,501,Financial Management Specialist (CGFS),1,Department of State,Department of State,DC,2017-06-27,2017-07-10,13 days 00:00:00.000000000,True,False,False,False,GS-11
565,671,Health System Specialist,1,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,NY,2017-06-28,2017-07-12,14 days 00:00:00.000000000,False,True,False,False,GS-12
566,343,Management & Program Analyst,1,Department of Homeland Security,Department of Homeland Security / Customs and Border Protection,DC,2017-07-03,2017-07-07,4 days 00:00:00.000000000,True,False,False,False,GS-13
567,560,Budget Analyst,1,Department of Commerce,Department of Commerce / National Oceanic and Atmospheric Administration,MD,2017-06-30,2017-07-13,13 days 00:00:00.000000000,True,True,True,False,GS-12
568,610,Nurse Consultant,1,Department of Health and Human Services,Department of Health and Human Services / Health Resources and Services Administration,MD,2017-07-05,2017-07-11,6 days 00:00:00.000000000,False,True,False,False,GS-12
569,685,Public Health Analyst/Program Analyst,2,Department of Health and Human Services,Department of Health and Human Services / Food and Drug Administration,MD,2017-07-05,2017-07-12,7 days 00:00:00.000000000,True,True,False,False,GS-12
570,930,ASYLUM OFFICER (PRESIDENTIAL MANAGEMENT FELLOW),2,Department of Homeland Security,Department of Homeland Security / Citizenship and Immigration Services,VA,2017-07-10,2017-07-19,9 days 00:00:00.000000000,True,True,False,False,GS-12
570,930,ASYLUM OFFICER (PRESIDENTIAL MANAGEMENT FELLOW),4,Department of Homeland Security,Department of Homeland Security / Citizenship and Immigration Services,DC,2017-07-10,2017-07-19,9 days 00:00:00.000000000,True,True,False,False,GS-12
572,1801,Alcohol and Tobacco Specialist,1,Department of the Treasury,Department of the Treasury / Alcohol and Tobacco Tax and Trade Bureau,DC,2017-07-07,2017-07-17,10 days 00:00:00.000000000,True,True,False,False,GS-13
573,343,Management Analyst,1,Department of Defense,Department of Defense / Office of the Secretary of Defense,VA,2017-07-10,2017-07-14,4 days 00:00:00.000000000,True,True,False,False,GS-13
575,343,Management Analyst,1,Department of Agriculture,Department of Agriculture / Natural Resources Conservation Services,DC,2017-07-10,2017-07-17,7 days 00:00:00.000000000,True,False,False,False,GS-12
576,301,International Project Manager,1,Department of Defense,Department of Defense / Defense Threat Reduction Agency,VA,2017-07-10,2017-07-13,3 days 00:00:00.000000000,False,True,False,False,GS-13
577,343,Management Analyst,1,Department of Agriculture,Department of Agriculture / Natural Resources Conservation Services,DC,2017-07-11,2017-07-18,7 days 00:00:00.000000000,True,False,False,False,GS-12
